Geography,Industry,Year,Industry GDP (current C$),Industry GDP (2012 chained C$)
Saskatchewan,Real estate and rental and leasing,2019,0.0,7672.6
Saskatchewan,Professional scientific and technical services,2010,1428.6,1529.3
Saskatchewan,Professional scientific and technical services,2011,1635.6,1699.5
Saskatchewan,Professional scientific and technical services,2012,1835.1,1835.1
Saskatchewan,Professional scientific and technical services,2013,1999.3,1922.0
Saskatchewan,Professional scientific and technical services,2014,2161.1,1979.7
Saskatchewan,Professional scientific and technical services,2015,2104.3,1806.4
Saskatchewan,Professional scientific and technical services,2016,2009.9,1608.5
Saskatchewan,Professional scientific and technical services,2017,2008.1,1545.9
Saskatchewan,Professional scientific and technical services,2018,0.0,1505.3
Saskatchewan,Professional scientific and technical services,2019,0.0,1491.0
Saskatchewan,Management of companies and enterprises,2010,312.3,323.9
Saskatchewan,Management of companies and enterprises,2011,318.1,334.3
Saskatchewan,Management of companies and enterprises,2012,335.7,335.7
Saskatchewan,Management of companies and enterprises,2013,374.0,368.6
Saskatchewan,Management of companies and enterprises,2014,371.3,348.8
Saskatchewan,Management of companies and enterprises,2015,388.3,363.9
Saskatchewan,Management of companies and enterprises,2016,325.8,307.6
Saskatchewan,Management of companies and enterprises,2017,215.4,227.2
Saskatchewan,Management of companies and enterprises,2018,0.0,201.4
Saskatchewan,Management of companies and enterprises,2019,0.0,181.4
Saskatchewan,Administrative and support waste management and remediation services,2010,683.2,732.8
Saskatchewan,Administrative and support waste management and remediation services,2011,751.5,766.6
Saskatchewan,Administrative and support waste management and remediation services,2012,823.9,823.9
Saskatchewan,Administrative and support waste management and remediation services,2013,851.4,831.5
Saskatchewan,Administrative and support waste management and remediation services,2014,901.5,857.4
Saskatchewan,Administrative and support waste management and remediation services,2015,935.8,885.7
Saskatchewan,Administrative and support waste management and remediation services,2016,967.2,903.0
Saskatchewan,Administrative and support waste management and remediation services,2017,983.6,882.8
Saskatchewan,Administrative and support waste management and remediation services,2018,0.0,837.2
Saskatchewan,Administrative and support waste management and remediation services,2019,0.0,820.5
Saskatchewan,Educational services,2010,2807.4,3045.7
Saskatchewan,Educational services,2011,2955.5,3096.2
Saskatchewan,Educational services,2012,3176.0,3176.0
Saskatchewan,Educational services,2013,3284.8,3250.0
Saskatchewan,Educational services,2014,3359.0,3282.0
Saskatchewan,Educational services,2015,3496.3,3341.7
Saskatchewan,Educational services,2016,3591.6,3376.0
Saskatchewan,Educational services,2017,3622.6,3447.0
Saskatchewan,Educational services,2018,0.0,3545.1
Saskatchewan,Educational services,2019,0.0,3644.5
Saskatchewan,Health care and social assistance,2010,3720.3,4061.9
Saskatchewan,Health care and social assistance,2011,4166.9,4123.1
Saskatchewan,Health care and social assistance,2012,4175.2,4175.2
Saskatchewan,Health care and social assistance,2013,4299.5,4177.9
Saskatchewan,Health care and social assistance,2014,4503.6,4241.2
Saskatchewan,Health care and social assistance,2015,4808.3,4376.8
Saskatchewan,Health care and social assistance,2016,4914.9,4425.1
Saskatchewan,Health care and social assistance,2017,5069.2,4475.8
Saskatchewan,Health care and social assistance,2018,0.0,4583.5
Saskatchewan,Health care and social assistance,2019,0.0,4732.2
Saskatchewan,Arts entertainment and recreation,2010,409.2,423.4
Saskatchewan,Arts entertainment and recreation,2011,425.4,427.4
Saskatchewan,Arts entertainment and recreation,2012,432.1,432.1
Saskatchewan,Arts entertainment and recreation,2013,457.9,476.9
Saskatchewan,Arts entertainment and recreation,2014,443.5,440.0
Saskatchewan,Arts entertainment and recreation,2015,441.6,418.6
Saskatchewan,Arts entertainment and recreation,2016,470.9,419.2
Saskatchewan,Arts entertainment and recreation,2017,485.0,429.0
Saskatchewan,Arts entertainment and recreation,2018,0.0,430.6
Saskatchewan,Arts entertainment and recreation,2019,0.0,442.5
Saskatchewan,Accommodation and food services,2010,997.2,1025.9
Saskatchewan,Accommodation and food services,2011,1052.8,1056.4
Saskatchewan,Accommodation and food services,2012,1108.7,1108.7
Saskatchewan,Accommodation and food services,2013,1214.2,1156.2
Saskatchewan,Accommodation and food services,2014,1247.8,1161.4
Saskatchewan,Accommodation and food services,2015,1290.7,1164.2
Saskatchewan,Accommodation and food services,2016,1304.3,1172.6
Saskatchewan,Accommodation and food services,2017,1312.0,1141.2
Saskatchewan,Accommodation and food services,2018,0.0,1168.5
Saskatchewan,Accommodation and food services,2019,0.0,1180.0
Saskatchewan,Other services (except public administration),2010,908.6,966.9
Saskatchewan,Other services (except public administration),2011,1017.1,1048.5
Saskatchewan,Other services (except public administration),2012,1099.3,1099.3
Saskatchewan,Other services (except public administration),2013,1126.6,1118.2
Saskatchewan,Other services (except public administration),2014,1196.0,1160.2
Saskatchewan,Other services (except public administration),2015,1207.3,1170.0
Saskatchewan,Other services (except public administration),2016,1188.0,1156.5
Saskatchewan,Other services (except public administration),2017,1217.0,1185.3
Saskatchewan,Other services (except public administration),2018,0.0,1177.3
Saskatchewan,Other services (except public administration),2019,0.0,1185.3
Saskatchewan,Public administration,2010,3431.5,3694.7
Saskatchewan,Public administration,2011,3671.2,3763.6
Saskatchewan,Public administration,2012,3801.7,3801.7
Saskatchewan,Public administration,2013,3902.8,3716.4
Saskatchewan,Public administration,2014,4039.4,3755.6
Saskatchewan,Public administration,2015,4183.9,3814.4
Saskatchewan,Public administration,2016,4391.8,3903.0
Saskatchewan,Public administration,2017,4609.9,3963.2
Saskatchewan,Public administration,2018,0.0,4066.2
Saskatchewan,Public administration,2019,0.0,4132.6
Alberta,All industries,2010,261591.0,272172.0
Alberta,All industries,2011,289920.6,290513.8
Alberta,All industries,2012,302132.0,302130.7
Alberta,All industries,2013,331477.2,319548.1
Alberta,All industries,2014,365191.1,338262.6
Alberta,All industries,2015,311906.0,326476.7
Alberta,All industries,2016,292561.7,314599.4
Alberta,All industries,2017,319212.0,327996.2
Alberta,All industries,2018,0.0,334345.3
Alberta,All industries,2019,0.0,334470.8
Alberta,Goods-producing industries,2010,116150.6,119898.0
Alberta,Goods-producing industries,2011,133394.4,129474.3
Alberta,Goods-producing industries,2012,134296.8,134296.8
Alberta,Goods-producing industries,2013,152519.8,145195.0
Alberta,Goods-producing industries,2014,173730.2,155750.6
Alberta,Goods-producing industries,2015,120175.5,145468.5
Alberta,Goods-producing industries,2016,102367.3,133976.8
Alberta,Goods-producing industries,2017,123547.7,144067.8
Alberta,Goods-producing industries,2018,0.0,147956.8
Alberta,Goods-producing industries,2019,0.0,144495.6
Alberta,Service-producing industries,2010,145440.4,152331.9
Alberta,Service-producing industries,2011,156526.2,161024.1
Alberta,Service-producing industries,2012,167835.2,167834.6
Alberta,Service-producing industries,2013,178957.3,174223.2
Alberta,Service-producing industries,2014,191461.0,182235.1
Alberta,Service-producing industries,2015,191730.5,180149.2
Alberta,Service-producing industries,2016,190194.4,178218.3
Alberta,Service-producing industries,2017,195664.2,182483.5
Alberta,Service-producing industries,2018,0.0,185130.6
Alberta,Service-producing industries,2019,0.0,188068.5
Alberta,Industrial production,2010,87839.1,89924.5
Alberta,Industrial production,2011,101911.5,96908.6
Alberta,Industrial production,2012,97982.8,97982.8
Alberta,Industrial production,2013,109945.6,102321.6
Alberta,Industrial production,2014,129542.5,111846.2
Alberta,Industrial production,2015,78719.2,108634.7
Alberta,Industrial production,2016,67303.0,104528.8
Alberta,Industrial production,2017,88080.1,115107.0
Alberta,Industrial production,2018,0.0,121902.4
Alberta,Industrial production,2019,0.0,120216.1
Alberta,Non-durable manufacturing industries,2010,10349.8,13536.0
Alberta,Non-durable manufacturing industries,2011,12832.5,14066.9
Alberta,Non-durable manufacturing industries,2012,13204.6,13204.6
Alberta,Non-durable manufacturing industries,2013,14399.6,13791.9
Alberta,Non-durable manufacturing industries,2014,13873.1,14314.7
Alberta,Non-durable manufacturing industries,2015,15766.0,14737.8
Alberta,Non-durable manufacturing industries,2016,15601.8,15167.8
Alberta,Non-durable manufacturing industries,2017,16316.7,15704.4
Alberta,Non-durable manufacturing industries,2018,0.0,15894.9
Alberta,Non-durable manufacturing industries,2019,0.0,15493.5
Alberta,Durable manufacturing industries,2010,8037.9,8248.1
Alberta,Durable manufacturing industries,2011,9656.3,9806.8
Alberta,Durable manufacturing industries,2012,10543.7,10543.7
Alberta,Durable manufacturing industries,2013,10757.2,10681.2
Alberta,Durable manufacturing industries,2014,10815.8,10881.5
Alberta,Durable manufacturing industries,2015,9373.5,9405.4
Alberta,Durable manufacturing industries,2016,8005.4,8040.0
Alberta,Durable manufacturing industries,2017,8908.7,8686.2
Alberta,Durable manufacturing industries,2018,0.0,8976.1
Alberta,Durable manufacturing industries,2019,0.0,8724.5
Alberta,Information and communication technology sector,2010,8052.1,8150.3
Alberta,Information and communication technology sector,2011,8753.9,8773.9
Alberta,Information and communication technology sector,2012,8940.0,8940.0
Alberta,Information and communication technology sector,2013,9174.3,8859.8
Alberta,Information and communication technology sector,2014,10023.0,9603.3
Alberta,Information and communication technology sector,2015,9613.9,9464.0
Alberta,Information and communication technology sector,2016,9110.2,9492.1
Alberta,Information and communication technology sector,2017,9529.8,9679.8
Alberta,Information and communication technology sector,2018,0.0,10095.6
Alberta,Information and communication technology sector,2019,0.0,10288.8
Alberta,Energy sector,2010,72107.0,73398.6
Alberta,Energy sector,2011,83038.9,78191.8
Alberta,Energy sector,2012,79338.0,79337.8
Alberta,Energy sector,2013,90246.5,82965.0
Alberta,Energy sector,2014,110026.1,92053.1
Alberta,Energy sector,2015,59827.0,89773.4
Alberta,Energy sector,2016,49398.2,86882.1
Alberta,Energy sector,2017,69031.9,97753.8
Alberta,Energy sector,2018,0.0,104259.4
Alberta,Energy sector,2019,0.0,103302.7
Alberta,Public sector,2010,35614.9,37801.8
Alberta,Public sector,2011,37753.2,38720.4
Alberta,Public sector,2012,40337.4,40337.4
Alberta,Public sector,2013,42558.8,41314.3
Alberta,Public sector,2014,44475.2,42396.4
Alberta,Public sector,2015,46632.8,43203.4
Alberta,Public sector,2016,48238.5,44267.3
Alberta,Public sector,2017,50044.6,44887.4
Alberta,Public sector,2018,0.0,46019.8
Alberta,Public sector,2019,0.0,47220.2
Alberta,Cannabis sector,2010,155.5,159.8
Alberta,Cannabis sector,2011,169.4,172.5
Alberta,Cannabis sector,2012,184.7,184.7
Alberta,Cannabis sector,2013,203.8,202.1
Alberta,Cannabis sector,2014,210.9,221.9
Alberta,Cannabis sector,2015,213.5,242.8
Alberta,Cannabis sector,2016,213.4,253.0
Alberta,Cannabis sector,2017,208.9,268.4
Alberta,Cannabis sector,2018,0.0,304.1
Alberta,Cannabis sector,2019,0.0,823.8
Alberta,Agriculture forestry fishing and hunting,2010,3049.7,4753.4
Alberta,Agriculture forestry fishing and hunting,2011,4728.4,5027.6
Alberta,Agriculture forestry fishing and hunting,2012,4941.9,4941.9
Alberta,Agriculture forestry fishing and hunting,2013,5519.5,5960.6
Alberta,Agriculture forestry fishing and hunting,2014,4166.3,5424.4
Alberta,Agriculture forestry fishing and hunting,2015,5678.8,5222.7
Alberta,Agriculture forestry fishing and hunting,2016,6225.0,5992.6
Alberta,Agriculture forestry fishing and hunting,2017,6637.7,6126.9
Alberta,Agriculture forestry fishing and hunting,2018,0.0,5822.5
Alberta,Agriculture forestry fishing and hunting,2019,0.0,6146.3
Alberta,Mining quarrying and oil and gas extraction,2010,64633.3,63444.6
Alberta,Mining quarrying and oil and gas extraction,2011,73798.0,67739.2
Alberta,Mining quarrying and oil and gas extraction,2012,68437.6,68437.6
Alberta,Mining quarrying and oil and gas extraction,2013,78910.6,72187.0
Alberta,Mining quarrying and oil and gas extraction,2014,98791.0,80289.0
Alberta,Mining quarrying and oil and gas extraction,2015,47430.1,78173.9
Alberta,Mining quarrying and oil and gas extraction,2016,37885.4,75074.8
Alberta,Mining quarrying and oil and gas extraction,2017,56856.3,84980.3
Alberta,Mining quarrying and oil and gas extraction,2018,0.0,91950.7
Alberta,Mining quarrying and oil and gas extraction,2019,0.0,91030.2
Alberta,Utilities,2010,4042.6,3980.1
Alberta,Utilities,2011,4445.4,4204.3
Alberta,Utilities,2012,4499.4,4499.4
Alberta,Utilities,2013,4566.3,4320.7
Alberta,Utilities,2014,4693.2,4575.3
Alberta,Utilities,2015,4719.7,4380.3
Alberta,Utilities,2016,4359.5,4250.7
Alberta,Utilities,2017,4491.4,4703.6
Alberta,Utilities,2018,0.0,4719.5
Alberta,Utilities,2019,0.0,4722.3
Alberta,Construction,2010,26037.2,26090.1
Alberta,Construction,2011,27933.8,28735.0
Alberta,Construction,2012,32669.6,32669.5
Alberta,Construction,2013,38366.7,38174.8
Alberta,Construction,2014,41390.8,39629.6
Alberta,Construction,2015,37207.3,33432.7
Alberta,Construction,2016,30290.2,27023.5
Alberta,Construction,2017,30336.9,27552.1
Alberta,Construction,2018,0.0,26211.8
Alberta,Construction,2019,0.0,24329.3
Alberta,Manufacturing,2010,18387.7,21539.0
Alberta,Manufacturing,2011,22488.8,23775.3
Alberta,Manufacturing,2012,23748.3,23748.4
Alberta,Manufacturing,2013,25156.8,24455.6
Alberta,Manufacturing,2014,24688.9,25166.3
Alberta,Manufacturing,2015,25139.5,24139.8
Alberta,Manufacturing,2016,23607.2,23247.1
Alberta,Manufacturing,2017,25225.4,24426.1
Alberta,Manufacturing,2018,0.0,24904.3
Alberta,Manufacturing,2019,0.0,24250.6
Alberta,Wholesale trade,2010,11220.8,11611.7
Alberta,Wholesale trade,2011,13299.2,13939.2
Alberta,Wholesale trade,2012,14913.0,14913.0
Alberta,Wholesale trade,2013,15743.6,15543.0
Alberta,Wholesale trade,2014,16485.1,15711.2
Alberta,Wholesale trade,2015,14778.5,13843.8
Alberta,Wholesale trade,2016,13516.4,12881.0
Alberta,Wholesale trade,2017,14485.1,13551.9
Alberta,Wholesale trade,2018,0.0,14187.5
Alberta,Wholesale trade,2019,0.0,14127.2
Alberta,Retail trade,2010,11225.2,11623.7
Alberta,Retail trade,2011,11894.6,12021.2
Alberta,Retail trade,2012,12432.9,12433.0
Alberta,Retail trade,2013,13283.1,13386.0
Alberta,Retail trade,2014,14139.1,14130.6
Alberta,Retail trade,2015,13666.4,13375.1
Alberta,Retail trade,2016,13534.3,13231.9
Alberta,Retail trade,2017,13944.6,13471.1
Alberta,Retail trade,2018,0.0,13433.6
Alberta,Retail trade,2019,0.0,13352.1
Alberta,Transportation and warehousing,2010,10946.4,11882.3
Alberta,Transportation and warehousing,2011,12026.1,12667.7
Alberta,Transportation and warehousing,2012,13196.8,13196.8
Alberta,Transportation and warehousing,2013,13620.9,13275.5
Alberta,Transportation and warehousing,2014,14912.2,14304.2
Alberta,Transportation and warehousing,2015,15021.2,14246.4
Alberta,Transportation and warehousing,2016,15320.2,14290.7
Alberta,Transportation and warehousing,2017,16304.2,15225.6
Alberta,Transportation and warehousing,2018,0.0,15633.0
Alberta,Transportation and warehousing,2019,0.0,15778.4
Alberta,Information and cultural industries,2010,6642.1,6775.1
Alberta,Information and cultural industries,2011,6989.3,6860.8
Alberta,Information and cultural industries,2012,6853.6,6853.6
Alberta,Information and cultural industries,2013,7015.0,6807.5
Alberta,Information and cultural industries,2014,7259.0,7028.8
Alberta,Information and cultural industries,2015,7001.2,7040.8
Alberta,Information and cultural industries,2016,6956.6,7248.6
Alberta,Information and cultural industries,2017,7101.2,7237.5
Alberta,Information and cultural industries,2018,0.0,7292.4
Alberta,Information and cultural industries,2019,0.0,7466.2
Alberta,Finance and insurance,2010,10533.0,10139.6
Alberta,Finance and insurance,2011,11141.5,10637.6
Alberta,Finance and insurance,2012,10889.5,10889.5
Alberta,Finance and insurance,2013,11782.3,11291.1
Alberta,Finance and insurance,2014,12950.9,11769.9
Alberta,Finance and insurance,2015,13473.5,12241.1
Alberta,Finance and insurance,2016,13470.1,12440.8
Alberta,Finance and insurance,2017,13855.1,12972.2
Alberta,Finance and insurance,2018,0.0,13167.9
Alberta,Finance and insurance,2019,0.0,13516.5
Alberta,Real estate and rental and leasing,2010,25619.5,26465.0
Alberta,Real estate and rental and leasing,2011,26862.8,27729.6
Alberta,Real estate and rental and leasing,2012,28759.7,28759.7
